date,state,positive,lastUpdateEt,death,dateChecked,totalTestsViral,fips,positiveIncrease,totalTestResultsIncrease,deathIncrease
20200902,DE,17549.0,9/1/2020 18:00,606.0,2020-09-01T18:00:00Z,,10,14,2107,1
20200902,FL,633442.0,9/1/2020 23:59,11651.0,2020-09-01T23:59:00Z,6461035.0,12,2402,17936,130
20200902,GA,274613.0,9/2/2020 14:50,5795.0,2020-09-02T14:50:00Z,2381637.0,13,1916,13139,62
20200902,GU,1494.0,9/2/2020 06:00,13.0,2020-09-02T06:00:00Z,38770.0,66,47,449,0
20200902,HI,8653.0,9/1/2020 05:59,74.0,2020-09-01T05:59:00Z,268461.0,15,181,4004,4
20200902,IA,64645.0,9/2/2020 00:00,1126.0,2020-09-02T00:00:00Z,,19,726,6107,3
20200902,ID,32368.0,9/1/2020 19:00,368.0,2020-09-01T19:00:00Z,256697.0,16,280,1407,7
20200902,IL,240345.0,9/2/2020 00:00,8300.0,2020-09-02T00:00:00Z,4119873.0,17,2128,32751,27
20200902,IN,95750.0,9/1/2020 23:59,3325.0,2020-09-01T23:59:00Z,1457009.0,18,859,8831,13
20200902,KS,43940.0,9/2/2020 10:00,458.0,2020-09-02T10:00:00Z,,20,1328,5998,12
20200902,KY,49991.0,9/2/2020 00:00,966.0,2020-09-02T00:00:00Z,832717.0,21,806,6790,18
20200902,LA,150734.0,9/2/2020 13:00,5004.0,2020-09-02T13:00:00Z,,22,1151,14253,20
